V8,V9,V10,consent,Inst,TimeInst_1,TimeInst_2,TimeInst_3,TimeInst_4,AWBInst,ChangeFV,ChangeMeat,Imp_2,Imp_3,Imp_4,Imp_7,Imp_11,Imp_12,Imp_13,Imp_13_TEXT,Veg,TimeDiet_1,TimeDiet_2,TimeDiet_3,TimeDiet_4,State,Gen,Edu,Edu_TEXT,Inc,Age,Pol,TimeDem_1,TimeDem_2,TimeDem_3,TimeDem_4,DO-BR-FL_6,DO-Q-MTInst,DO-Q-SSInst,DO-Q-PAInst,DO-Q-Imp
2/21/17 13:38,2/21/17 13:42,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Michigan,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$70,001 - $80,000",29,Very Conservative,1,2,3,4,SurveySignal,,,,12|11|4|3|7|2|13
2/21/17 13:38,2/21/17 13:42,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Pennsylvania,Female,"Some university-level education, without degree",,"$0 - $10,000",20,Liberal,1,2,3,4,MTurk,,,,4|12|3|2|7|11|13
2/21/17 13:40,2/21/17 13:43,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,California,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$80,001 - $90,000",26,Liberal,1,2,3,4,SurveySignal,,,,3|4|7|11|12|2|13
2/21/17 13:41,2/21/17 13:43,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Pennsylvania,Male,Secondary/high school,,"$0 - $10,000",30,Somewhat Conservative,1,2,3,4,SurveySignal,,,,4|7|3|11|2|12|13
2/21/17 13:41,2/21/17 13:44,1,1,1,1,2,3,4,1,Somewhat increase,Somewhat Decrease,Price of the product,0,0,0,0,0,Other (please specify):,Freshness,No,1,2,3,4,North Carolina,Male,Secondary/high school,,"$20,001 - $30,000",37,Liberal,1,2,3,4,MTurk,,,,7|11|4|12|3|2|13
2/21/17 13:42,2/21/17 13:44,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Pennsylvania,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$50,001 - $60,000",22,Moderate,1,2,3,4,MTurk,,,,2|3|4|11|12|7|13
2/21/17 13:36,2/21/17 13:44,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,0,Nutritional content of the product,Whether the product is antibiotic and/or hormone free,0,0,0,0,,Yes,1,2,3,4,California,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$70,001 - $80,000",32,Liberal,1,2,3,4,PACO,,,,2|3|4|11|7|12|13
2/21/17 13:30,2/21/17 13:45,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,Louisiana,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$20,001 - $30,000",36,Liberal,1,2,3,4,PACO,,,,11|2|4|3|12|7|13
2/21/17 13:44,2/21/17 13:46,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Maryland,Male,"Some university-level education, without degree",,"$0 - $10,000",22,Liberal,1,2,3,4,MTurk,,,,4|12|11|2|3|7|13
2/21/17 13:43,2/21/17 13:47,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Connecticut,Male,"Some university-level education, without degree",,"$30,001 - $40,000",25,Somewhat Liberal,1,2,3,4,SurveySignal,,,,7|12|11|4|2|3|13
2/21/17 13:40,2/21/17 13:48,1,1,1,1,2,3,4,1,Somewhat increase,Increase,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Alabama,Male,Secondary/high school,,"$50,001 - $60,000",31,Moderate,1,2,3,4,PACO,,,,7|3|2|11|12|4|13
2/21/17 13:36,2/21/17 13:51,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Washington,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$80,001 - $90,000",34,Moderate,1,2,3,4,MTurk,,,,11|3|4|2|7|12|13
2/21/17 13:48,2/21/17 13:52,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Missouri,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$80,001 - $90,000",33,Somewhat Liberal,1,2,3,4,PACO,,,,7|3|11|2|4|12|13
2/21/17 13:51,2/21/17 13:54,1,1,1,1,2,3,4,1,Somewhat increase,Somewhat Decrease,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Texas,Female,"Some university-level education, without degree",,"$0 - $10,000",30,Liberal,1,2,3,4,SurveySignal,,,,7|12|2|11|3|4|13
2/21/17 13:43,2/21/17 13:54,1,1,1,1,2,3,4,1,Somewhat increase,Somewhat increase,Price of the product,0,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,Massachusetts,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$50,001 - $60,000",27,Conservative,1,2,3,4,PACO,,,,4|11|2|7|12|3|13
2/21/17 13:46,2/21/17 13:55,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,0,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Arkansas,Female,"Some university-level education, without degree",,"$20,001 - $30,000",27,Moderate,1,2,3,4,PACO,,,,12|3|2|11|4|7|13
2/21/17 13:43,2/21/17 13:56,1,1,1,1,2,3,4,1,Increase,Somewhat Decrease,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Pennsylvania,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$20,001 - $30,000",28,Moderate,1,2,3,4,PACO,,,,2|7|12|3|4|11|13
2/21/17 13:50,2/21/17 13:56,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,0,Nutritional content of the product,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,North Carolina,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$40,001 - $50,000",48,Liberal,1,2,3,4,SurveySignal,,,,4|7|12|11|3|2|13
2/21/17 13:54,2/21/17 13:57,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,California,Female,"Some university-level education, without degree",,"$10,001 - $20,000",31,Liberal,1,2,3,4,MTurk,,,,11|7|2|3|4|12|13
2/21/17 14:02,2/21/17 14:04,1,1,1,1,2,3,4,1,Increase,Maintain current levels,Price of the product,0,0,Whether the animals had a good standard of living,0,0,0,,No,1,2,3,4,Michigan,Female,"Some university-level education, without degree",,"$20,001 - $30,000",29,Conservative,1,2,3,4,MTurk,,,,7|2|3|4|12|11|13
2/21/17 13:58,2/21/17 14:06,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Indiana,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$10,001 - $20,000",28,Moderate,1,2,3,4,PACO,,,,2|11|7|3|4|12|13
2/21/17 14:07,2/21/17 14:11,1,1,1,1,2,3,4,1,Somewhat increase,Greatly increase,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Georgia,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$20,001 - $30,000",25,Somewhat Liberal,1,2,3,4,PACO,,,,7|2|4|11|12|3|13
2/21/17 14:08,2/21/17 14:11,1,1,1,1,2,3,4,1,Increase,Maintain current levels,Price of the product,0,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,New York,Male,"Some university-level education, without degree",,"$20,001 - $30,000",31,Liberal,1,2,3,4,MTurk,,,,12|2|7|4|11|3|13
2/21/17 14:15,2/21/17 14:17,1,1,1,1,2,3,4,1,Increase,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,North Carolina,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$20,001 - $30,000",33,Liberal,1,2,3,4,MTurk,,,,2|12|4|7|3|11|13
2/21/17 14:19,2/21/17 14:20,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Texas,Male,"Some university-level education, without degree",,"$10,001 - $20,000",23,Very Liberal,1,2,3,4,PACO,,,,2|7|4|11|3|12|13
2/21/17 14:15,2/21/17 14:20,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Kentucky,Female,"Some university-level education, without degree",,"$0 - $10,000",41,Conservative,1,2,3,4,PACO,,,,12|2|7|3|4|11|13
2/21/17 14:18,2/21/17 14:21,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Oregon,Female,"Some university-level education, without degree",,"$20,001 - $30,000",35,Conservative,1,2,3,4,MTurk,,,,12|3|11|7|2|4|13
2/21/17 14:18,2/21/17 14:21,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,0,Nutritional content of the product,0,0,How the product tastes,0,0,,No,1,2,3,4,Missouri,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$50,001 - $60,000",28,Moderate,1,2,3,4,SurveySignal,,,,12|7|11|4|3|2|13
2/21/17 14:24,2/21/17 14:25,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Oklahoma,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$70,001 - $80,000",39,Conservative,1,2,3,4,MTurk,,,,12|11|2|3|7|4|13
2/21/17 14:26,2/21/17 14:28,1,1,1,1,2,3,4,1,Maintain current levels,Somewhat increase,0,0,Whether the product is antibiotic and/or hormone free,Whether the animals had a good standard of living,0,0,0,,No,1,2,3,4,Georgia,Male,"Some university-level education, without degree",,"$60,001 - $70,000",22,Moderate,1,2,3,4,SurveySignal,,,,7|12|4|11|2|3|13
2/21/17 14:25,2/21/17 14:30,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,0,0,0,Whether the animals had a good standard of living,0,0,0,,Yes,1,2,3,4,Florida,Female,"Higher degree (e.g. MSc, PhD)",,"$70,001 - $80,000",30,Very Conservative,1,2,3,4,MTurk,,,,4|2|7|11|12|3|13
2/21/17 14:22,2/21/17 14:31,1,1,1,1,2,3,4,1,Somewhat increase,Somewhat Decrease,0,0,Whether the product is antibiotic and/or hormone free,Whether the animals had a good standard of living,0,0,0,,No,1,2,3,4,Georgia,Female,"Some university-level education, without degree",,"$10,001 - $20,000",39,Liberal,1,2,3,4,MTurk,,,,11|7|2|12|3|4|13
2/21/17 14:24,2/21/17 14:31,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,North Carolina,Female,"Some university-level education, without degree",,"$10,001 - $20,000",30,Somewhat Conservative,1,2,3,4,PACO,,,,12|4|11|7|3|2|13
2/21/17 14:23,2/21/17 14:32,1,1,1,1,2,3,4,1,Increase,Somewhat Decrease,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,California,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$30,001 - $40,000",31,Very Liberal,1,2,3,4,PACO,,,,4|3|11|12|7|2|13
2/21/17 14:34,2/21/17 14:35,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Oregon,Female,"Some university-level education, without degree",,"$10,001 - $20,000",26,Liberal,1,2,3,4,MTurk,,,,11|3|4|7|2|12|13
2/21/17 14:32,2/21/17 14:36,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Kansas,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$50,001 - $60,000",27,Very Liberal,1,2,3,4,SurveySignal,,,,12|7|4|11|3|2|13
2/21/17 14:35,2/21/17 14:38,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,0,Nutritional content of the product,0,Whether the animals had a good standard of living,0,0,0,,No,1,2,3,4,Massachusetts,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$40,001 - $50,000",29,Very Liberal,1,2,3,4,SurveySignal,,,,7|11|12|3|4|2|13
2/21/17 14:28,2/21/17 14:39,1,1,1,1,2,3,4,1,Maintain current levels,Somewhat Decrease,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Virginia,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$80,001 - $90,000",28,Moderate,1,2,3,4,PACO,,,,4|3|2|11|7|12|13
2/21/17 14:36,2/21/17 14:39,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,Michigan,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"greater than $100,000",40,Somewhat Liberal,1,2,3,4,PACO,,,,4|3|7|2|11|12|13
2/21/17 14:37,2/21/17 14:42,1,1,1,1,2,3,4,1,Increase,Decrease,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Arkansas,Female,"Some university-level education, without degree",,"$40,001 - $50,000",26,Very Liberal,1,2,3,4,MTurk,,,,4|12|7|3|2|11|13
2/21/17 14:40,2/21/17 14:42,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Minnesota,Female,"University-level education, with professional degree (e.g. Law, Medicine, ...)",,"$60,001 - $70,000",34,Very Liberal,1,2,3,4,SurveySignal,,,,12|4|11|3|7|2|13
2/21/17 14:38,2/21/17 14:44,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Ohio,Male,"Some university-level education, without degree",,"$30,001 - $40,000",30,Liberal,1,2,3,4,PACO,,,,7|3|4|12|11|2|13
2/21/17 14:42,2/21/17 14:48,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,Whether the animals had a good standard of living,0,0,0,,No,1,2,3,4,Kentucky,Male,Secondary/high school,,"$10,001 - $20,000",26,Moderate,1,2,3,4,SurveySignal,,,,7|4|2|11|12|3|13
2/21/17 14:48,2/21/17 14:50,1,1,1,1,2,3,4,1,Somewhat increase,Increase,Price of the product,0,0,0,0,0,0,,No,1,2,3,4,Oregon,Female,"Some university-level education, without degree",,"$20,001 - $30,000",20,Moderate,1,2,3,4,MTurk,,,,2|12|4|11|7|3|13
2/21/17 14:52,2/21/17 14:53,1,1,1,1,2,3,4,1,Increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Texas,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$50,001 - $60,000",30,Very Liberal,1,2,3,4,PACO,,,,12|2|11|4|3|7|13
2/21/17 14:54,2/21/17 14:57,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Indiana,Male,Secondary/high school,,"$10,001 - $20,000",52,Somewhat Conservative,1,2,3,4,MTurk,,,,3|7|11|4|2|12|13
2/21/17 14:51,2/21/17 14:58,1,1,1,1,2,3,4,1,Somewhat increase,Increase,0,0,Whether the product is antibiotic and/or hormone free,Whether the animals had a good standard of living,0,0,0,,No,1,2,3,4,Indiana,Male,"University-level education, with professional degree (e.g. Law, Medicine, ...)",,"$50,001 - $60,000",25,Somewhat Conservative,1,2,3,4,PACO,,,,3|7|2|4|12|11|13
2/21/17 14:53,2/21/17 14:58,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,Texas,Male,"Some university-level education, without degree",,"$60,001 - $70,000",34,Liberal,1,2,3,4,SurveySignal,,,,11|7|2|3|4|12|13
2/21/17 15:00,2/21/17 15:02,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,0,Nutritional content of the product,0,0,How the product tastes,0,0,,No,1,2,3,4,Virginia,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$50,001 - $60,000",25,Moderate,1,2,3,4,MTurk,,,,12|2|7|11|4|3|13
2/21/17 15:03,2/21/17 15:07,1,1,1,1,2,3,4,1,Somewhat increase,Somewhat Decrease,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Georgia,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$0 - $10,000",42,Moderate,1,2,3,4,SurveySignal,,,,11|2|4|7|12|3|13
2/21/17 15:07,2/21/17 15:09,1,1,1,1,2,3,4,1,Maintain current levels,Somewhat increase,0,0,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,California,Female,"Some university-level education, without degree",,"$30,001 - $40,000",25,Liberal,1,2,3,4,PACO,,,,11|4|3|7|2|12|13
2/21/17 15:07,2/21/17 15:12,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,North Carolina,Male,"University-level education, with professional degree (e.g. Law, Medicine, ...)",,"$50,001 - $60,000",43,Somewhat Liberal,1,2,3,4,MTurk,,,,12|11|3|7|2|4|13
2/21/17 15:10,2/21/17 15:14,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Colorado,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$30,001 - $40,000",46,Liberal,1,2,3,4,SurveySignal,,,,7|4|3|2|12|11|13
2/21/17 15:15,2/21/17 15:17,1,1,1,1,2,3,4,1,Somewhat increase,Somewhat Decrease,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Texas,Male,Secondary/high school,,"$0 - $10,000",28,Conservative,1,2,3,4,MTurk,,,,11|3|2|12|7|4|13
2/21/17 15:16,2/21/17 15:20,1,1,1,1,2,3,4,1,Increase,Somewhat Decrease,0,Nutritional content of the product,0,Whether the animals had a good standard of living,0,0,0,,No,1,2,3,4,Ohio,Female,"Some university-level education, without degree",,"$40,001 - $50,000",34,Liberal,1,2,3,4,PACO,,,,3|2|7|4|12|11|13
2/21/17 15:17,2/21/17 15:20,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Colorado,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$50,001 - $60,000",28,Somewhat Liberal,1,2,3,4,PACO,,,,4|11|7|3|2|12|13
2/21/17 15:18,2/21/17 15:20,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Illinois,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$40,001 - $50,000",30,Liberal,1,2,3,4,SurveySignal,,,,11|12|2|4|3|7|13
2/21/17 15:20,2/21/17 15:21,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Idaho,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$40,001 - $50,000",38,Liberal,1,2,3,4,MTurk,,,,4|3|2|11|7|12|13
2/21/17 15:16,2/21/17 15:21,1,1,1,1,2,3,4,1,Somewhat increase,Somewhat Decrease,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Florida,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$60,001 - $70,000",30,Liberal,1,2,3,4,SurveySignal,,,,7|4|11|2|3|12|13
